filename,tot_pixels,zero_pixels_all_bands,zero_pixels_all_bands_perc,zero_pixels_B1,zero_pixels_B1_perc,zero_pixels_B2,zero_pixels_B2_perc,zero_pixels_B3,zero_pixels_B3_perc,zero_pixels_B4,zero_pixels_B4_perc,zero_pixels_B5,zero_pixels_B5_perc,zero_pixels_B6,zero_pixels_B6_perc,zero_pixels_B7,zero_pixels_B7_perc,zero_pixels_B8,zero_pixels_B8_perc,zero_pixels_B8A,zero_pixels_B8A_perc,zero_pixels_B9,zero_pixels_B9_perc,zero_pixels_B11,zero_pixels_B11_perc,zero_pixels_B12,zero_pixels_B12_perc
geojson_224098,3752,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_363850,8424,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_224311,6298,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_205313,5700,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_248168,1440,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_255400,3348,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_205860,1558,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_258052,1836,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_212119,3348,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_240194,2300,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_259207,14098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_239222,2385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_267104,2814,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_208748,61880,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_266600,2736,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_211704,6557,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821,380,5.795333231660821
geojson_252082,1188,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_256880,1638,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_244123,1677,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_348438,27208,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057,540,1.9847103793002057
geojson_226535,8008,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_209626,2184,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_251112,1656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_246345,3984,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_354465,1190,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632,2,0.16806722689075632
geojson_252934,2160,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963,1,0.0462962962962963
geojson_226038,2070,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_249088,6075,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102,1336,21.991769547325102
geojson_247034,9717,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_238605,2322,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_257764,3080,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_209096,6111,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_217343,1584,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_365344,5088,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_252077,3124,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_259001,1518,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_268164,5041,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_354702,1476,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_253222,33320,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_251734,12032,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_251980,16960,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_240161,2679,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_246278,25480,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074,617,2.4215070643642074
geojson_246076,3312,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_209340,3672,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_264451,1938,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_259514,6216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_243622,7020,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_241419,2254,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_249620,3538,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_349675,1260,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_362444,3105,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_221968,1221,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_263377,3172,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_258347,1404,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_205410,1665,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441,1572,94.41441441441441
geojson_360978,1872,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
geojson_227351,21460,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
