Epoch,Loss,Precision,Recall,F1,TN,FP,FN,TP
0,0.37225299980704313,0.16666666666666666,3.5403242937053036e-05,7.079144839303412e-05,349391,10,56490,2
1,0.36745965416959103,0.0,0.0,0.0,349401,0,56492,0
2,0.3658747312129366,0.0,0.0,0.0,349401,0,56492,0
