Epoch,Split,Loss,Precision_1,Recall_1,F1_1,Precision_0,Recall_0,F1_0,TN,FP,FN,TP,Time
11,train,0.3069,0.5764,0.6876,0.6271,0.9488,0.9197,0.9340,322091,28129,17391,38282,0:02:24.143595
11,val,0.7838,0.2544,0.1937,0.2199,0.8661,0.9018,0.8836,78024,8492,12061,2897,0:00:10.007828
11,test,0.8988,0.2924,0.2252,0.2544,0.8372,0.8797,0.8579,71438,9769,13888,4036,0:00:09.591931
12,train,0.2882,0.5986,0.7140,0.6513,0.9531,0.9239,0.9383,323568,26652,15921,39752,0:02:24.263029
12,val,0.8259,0.2447,0.2655,0.2547,0.8711,0.8583,0.8647,74259,12257,10987,3971,0:00:10.064923
12,test,0.9485,0.2618,0.2617,0.2617,0.8371,0.8372,0.8371,67985,13222,13234,4690,0:00:09.700547
13,train,0.2712,0.6208,0.7385,0.6746,0.9571,0.9283,0.9425,325112,25108,14560,41113,0:02:23.781720
13,val,0.8812,0.2412,0.2252,0.2330,0.8676,0.8775,0.8725,75919,10597,11589,3369,0:00:09.992800
13,test,1.0057,0.2645,0.2291,0.2456,0.8347,0.8594,0.8469,69787,11420,13817,4107,0:00:09.640651
14,train,0.2543,0.6385,0.7614,0.6946,0.9609,0.9315,0.9459,326221,23999,13282,42391,0:02:23.598134
14,val,0.8656,0.2421,0.2623,0.2518,0.8706,0.8581,0.8643,74236,12280,11035,3923,0:00:10.062819
14,test,1.0048,0.2769,0.2599,0.2682,0.8388,0.8502,0.8445,69043,12164,13265,4659,0:00:09.661785
15,train,0.2398,0.6562,0.7794,0.7125,0.9638,0.9351,0.9492,327485,22735,12283,43390,0:02:23.495113
15,val,0.9209,0.2297,0.2579,0.2429,0.8689,0.8505,0.8596,73578,12938,11101,3857,0:00:10.004076
15,test,1.0132,0.2755,0.2647,0.2700,0.8391,0.8464,0.8427,68731,12476,13179,4745,0:00:09.722422
16,train,0.2237,0.6740,0.8017,0.7323,0.9675,0.9384,0.9527,328631,21589,11042,44631,0:02:23.089585
16,val,0.9836,0.2404,0.1953,0.2156,0.8652,0.8933,0.8790,77284,9232,12036,2922,0:00:10.100090
16,test,1.1524,0.2797,0.2083,0.2387,0.8346,0.8816,0.8574,71592,9615,14191,3733,0:00:09.650808
